High Ground  10E-20  ONE MOM LTR CMM WOE
Mindmoil  RAV-135  MID VOW NEO CLB
Warp World  RAV-150  ZNR KHM STX MHTWO AFR MID
Clutch of the Undercity  RAV-197  CLB DMU BRO ONE MOM
Firemane Angel  RAV-205  STX MHTWO AFR MID VOW
Shambling Shell  RAV-230  ZNR KHM STX MHTWO AFR MID
Pariah's Shield  RAV-267  CLB DMU BRO MOM
Duskmantle, House of Shadow  RAV-277  MKM2
Baffling End  RIX-1  MBTWWHITE
Exultant Skymarcher  RIX-7  WHITEB
Famished Paladin  RIX-8  LCI
Moment of Triumph  RIX-15  MBTWWHITE
Raptor Companion  RIX-19  WHITEB
Skymarcher Aspirant  RIX-21  VOW NEO CLB DMU WHITEA
Snubhorn Sentry  RIX-23  ZNR KHM STX MHTWO AFR MID WHITEA
Crashing Tide  RIX-34  BLUEA
Curious Obsession  RIX-35  MBTWBLUE
Expel from Orazca  RIX-37  MBTWBLUE
Negate  RIX-44  BLUEB
Nezahal, Primal Tide  RIX-45  LCI
River Darter  RIX-47  BLUEA
Sailor of Means  RIX-49  BLUEA
Secrets of the Golden City  RIX-52  BLUEB
Silvergill Adept  RIX-53  BLUEA
Dinosaur Hunter  RIX-67  BLACKB
Dusk Charger  RIX-69  BLACKB
Dusk Legion Zealot  RIX-70  BLACKB
Grasping Scoundrel  RIX-74  BLACKA
Gruesome Fate  RIX-75  BLACKB
Moment of Craving  RIX-79  BLACKB
Pitiless Plunderer  RIX-81  CLB DMU BRO
Ravenous Chupacabra  RIX-82  BLACKB
Tomb Robber  RIX-87  LCI
Twilight Prophet  RIX-88  VOW NEO SNC CLB
Brass's Bounty  RIX-94  LCI
Charging Tuskodon  RIX-97  MBTWRED
Etali, Primal Storm  RIX-100  MOM LTR CMM WOE
Frilled Deathspitter  RIX-104  REDB
Mutiny  RIX-106  REDB
Needletooth Raptor  RIX-107  MBTWRED
Reckless Rage  RIX-110  MBTWRED
Shatter  RIX-114  REDB
Aggressive Urge  RIX-122  GREENB
Ghalta, Primal Hunger  RIX-130  MOM LTR CMM WOE
Hardy Veteran  RIX-132  GREENB
Hunt the Weak  RIX-133  GREENB
Jadelight Ranger  RIX-136  ZNR KHM STX MHTWO AFR MID
Jungleborn Pioneer  RIX-137  LCI
Overgrown Armasaur  RIX-141  GREENA
Path of Discovery  RIX-142  MBTWRM
Plummet  RIX-143  GREENA
Thrashing Brontodon  RIX-148  GREENB
Elenda, the Dusk Rose  RIX-157  STX MHTWO AFR MID VOW
Merfolk Mistbinder  RIX-164  ZNR KHM STX MHTWO AFR
Zacama, Primal Calamity  RIX-174  SNC CLB DMU BRO
Arch of Orazca  RIX-185  RARE
Vampire Champion  RIX-198  BLACKA
Angelic Exaltation  RNA-2  MBTWWHITE
Archway Angel  RNA-3  CLB DMU BRO ONE
Arrester's Zeal  RNA-4  WHITEA
Expose to Daylight  RNA-8  MID VOW NEO CLB
Knight of Sorrows  RNA-14  WHITEA
Ministrant of Obligation  RNA-16  MBTWWHITE
Prowling Caracal  RNA-17  WHITEA
Chillbringer  RNA-33  BLUEA
Clear the Mind  RNA-34  BLUEA
Code of Constraint  RNA-35  MBTWBLUE
Humongulus  RNA-41  BLUEA
Pteramander  RNA-47  ZNR KHM STX MHTWO
Skitter Eel  RNA-53  BLUEA
Thought Collapse  RNA-57  BLUEA
Windstorm Drake  RNA-60  MBTWBLUE
Carrion Imp  RNA-66  BLACKB
Catacomb Crocodile  RNA-67  BLACKB
Ill-Gotten Inheritance  RNA-77  MBTWBLACK
Orzhov Enforcer  RNA-79  MBTWBLACK
Plague Wight  RNA-82  BLACKB
Undercity's Embrace  RNA-89  BLACKA
Vindictive Vampire  RNA-90  MBTWBLACK
Act of Treason  RNA-91  REDB
Light Up the Stage  RNA-107  ZNR KHM STX MHTWO AFR MID MBTWRED
Skewer the Critics  RNA-115  MBTWRED
Biogenic Upgrade  RNA-123  MBTWGREEN
Trollbred Guardian  RNA-148  MBTWGREEN
High Alert  RNA-182  MKM2
Kaya, Orzhov Usurper  RNA-186  ONE
Lawmage's Binding  RNA-190  MULTICOLOR
Incubation  RNA-226a  MOM LTR CMM WOE
Simic Locket  RNA-240  COLORLESS
The Haunt of Hightower  RNA-273  MBTWRM
Emrakul, the Aeons Torn  ROE-4  ZNR KHM
Not of This World  ROE-8  FOIL
Pathrazer of Ulamog  ROE-9  OLDFRAME
Kor Spiritdancer  ROE-31  CMM
Soul's Attendant  ROE-44  FOIL
Student of Warfare  ROE-47  MID VOW NEO CLB
Totem-Guide Hartebeest  ROE-50  MBTWWHITE
Enclave Cryptologist  ROE-66  ZNR KHM STX MHTWO AFR MID MBTWBLUE
Halimar Wavewatch  ROE-72  MBTWBLUE
Narcolepsy  ROE-79  MBTWBLUE
Skywatcher Adept  ROE-88  MBTWBLUE
Training Grounds  ROE-91  ZNR KHM STX MHTWO
Venerated Teacher  ROE-93  STX MHTWO AFR MID VOW
Bloodthrone Vampire  ROE-98  MBTWBLACK
Guul Draz Assassin  ROE-112  VOW NEO CLB DMU
Nirkana Cutthroat  ROE-119  MBTWBLACK
Pawn of Ulamog  ROE-122  LCI MBTWBLACK
Repay in Kind  ROE-125  CLB DMU BRO
Skeletal Wurm  ROE-127  MBTWBLACK
Zulaport Enforcer  ROE-133  MBTWBLACK
Brimstone Mage  ROE-137  OLDFRAME
Kargan Dragonlord  ROE-152  OLDFRAME
Rapacious One  ROE-162  MBTWRED
Splinter Twin  ROE-165  MHTWO
World at War  ROE-172  BRO MOM LTR CMM
Joraga Treespeaker  ROE-190  VOW NEO CLB DMU MBTWGREEN
Khalni Hydra  ROE-192  ZNR
Sarkhan the Mad  ROE-214  FOIL
Angelheart Vial  ROE-215  LTR CMM
Knightly Valor  RTR-13  MBTWWHITE
Swift Justice  RTR-26  MBTWWHITE
Trostani's Judgment  RTR-28  MBTWWHITE
Search the City  RTR-49  CLB DMU BRO MOM
Axebane Guardian  RTR-115  MBTWGREEN
Worldspine Wurm  RTR-140  MKM1
Mercurial Chemister  RTR-180  STX MHTWO AFR MID VOW
Vitu-Ghazi Guildmage  RTR-207  ZNR KHM
Codex Shredder  RTR-228  FOIL
Selesnya Keyrune  RTR-233  MID VOW NEO CLB
Feed the Swarm  SCD-77  MBTWBLACK
Aven Liberator  SCG-4  MBTWWHITE
Daru Spiritualist  SCG-5  MBTWWHITE
Silver Knight  SCG-23  MBTWWHITE
Brain Freeze  SCG-29  ZNR KHM STX MHTWO
Mischievous Quanar  SCG-42  ZNR KHM STX MHTWO
Pemmin's Aura  SCG-45  WOE LCI MBTWBLUE
Rush of Knowledge  SCG-49  MBTWBLUE
Shoreline Ranger  SCG-51  MBTWBLUE
Bladewing's Thrall  SCG-55  MBTWBLACK
Reaping the Graves  SCG-72  MBTWBLACK
Twisted Abomination  SCG-76  MBTWBLACK
Unspeakable Symbol  SCG-79  MBTWBLACK
Zombie Cutthroat  SCG-81  MBTWBLACK
Decree of Annihilation  SCG-85  ZNR KHM STX
Torrent of Fire  SCG-107  MBTWRED
Forgotten Ancient  SCG-120  CMM
Hunting Pack  SCG-121  MBTWGREEN
One with Nature  SCG-125  MBTWGREEN
Wirewood Guardian  SCG-132  MBTWGREEN
Edgewalker  SCG-137  MBTWLMC
Armored Ascension  SHM-2  MBTWWHITE
Goldenglow Moth  SHM-6  ZNR KHM STX
Mistmeadow Skulk  SHM-14  MBTWWHITE
Prison Term  SHM-18  CMM WOE LCI MBTWWHITE
Spectral Procession  SHM-23  MBTWWHITE
Cerulean Wisps  SHM-31  MBTWBLUE
Deepchannel Mentor  SHM-35  MBTWBLUE
Faerie Swarm  SHM-37  MBTWBLUE
Puca's Mischief  SHM-47  FOIL
Aphotic Wisps  SHM-55  MBTWBLACK
Beseech the Queen  SHM-57  ZNR KHM STX MHTWO MBTWBLACK
Rite of Consumption  SHM-76  MBTWBLACK
Boggart Arsonists  SHM-85  ZNR KHM STX MHTWO
Cragganwick Cremator  SHM-87  OLDFRAME
Crimson Wisps  SHM-88  MBTWRED
Knollspine Dragon  SHM-98  OLDFRAME
Rage Reflection  SHM-104  OLDFRAME
Devoted Druid  SHM-110  MBTWGREEN
Gleeful Sabotage  SHM-116  CMM WOE LCI FOIL
Presence of Gond  SHM-125  MBTWGREEN
Tower Above  SHM-131  MBTWGREEN
Enchanted Evening  SHM-140  OLDFRAME
Mistmeadow Witch  SHM-144  VOW NEO CLB DMU
Puresight Merrow  SHM-146  MBTWLMC
Steel of the Godhead  SHM-150  MBTWLMC
Ghastlord of Fugue  SHM-162  LTR CMM
Inkfathom Infiltrator  SHM-167  LCI MBTWLMC
Kulrath Knight  SHM-190  FOIL
Murderous Redcap  SHM-192  ZNR KHM MBTWLMC
Boggart Ram-Gang  SHM-203  MBTWLMC
Manamorphose  SHM-211  OLDFRAME
Mercy Killing  SHM-231  MBTWLMC
Old Ghastbark  SHM-232  LTR CMM WOE LCI
Oracle of Nectars  SHM-233  OLDFRAME
Rhys the Redeemed  SHM-237  OLDFRAME
Shield of the Oversoul  SHM-242  CLB DMU BRO ONE MOM MBTWLMC
Wheel of Sun and Moon  SHM-243  VOW NEO CLB DMU
Blight Sickle  SHM-247  ZNR KHM STX MHTWO AFR MID
Pili-Pala  SHM-258  LCI FOIL
Reaper King  SHM-260  FOIL
Scuttlemutt  SHM-263  MBTWLMC
Umbral Mantle  SHM-267  MID VOW NEO CLB OLDFRAME
Elmar, Ulvenwald Informant  SLX-4  MBTWRM
Inspiring Overseer  SNC-18  MBTWWHITE
Raffine's Informant  SNC-26  MBTWWHITE
Refuse to Yield  SNC-27  MBTWWHITE
Rumor Gatherer  SNC-29  MBTWWHITE
Sky Crier  SNC-31  MBTWWHITE
Majestic Metamorphosis  SNC-48  MBTWBLUE
An Offer You Can't Refuse  SNC-51  MBTWBLUE
Witness Protection  SNC-66  MBTWBLUE
Dusk Mangler  SNC-77  MBTWBLACK
Big Score  SNC-102  MBTWRED
Glittering Stockpile  SNC-107  LTR CMM WOE LCI
Sticky Fingers  SNC-124  MBTWRED
Torch Breath  SNC-127  MBTWRED
Capenna Express  SNC-139  MOM LTR CMM WOE
Jewel Thief  SNC-151  MBTWGREEN
Prizefight  SNC-154  MBTWGREEN
Skybridge Towers  SNC-256  MBTWLMC
Always Watching  SOI-1  MHTWO AFR MID VOW NEO
Angelic Purge  SOI-3  WHITEA
Cathar's Companion  SOI-9  WHITEB
Dauntless Cathar  SOI-11  WHITEB
Devilthorn Fox  SOI-14  WHITEA
Expose Evil  SOI-19  WHITEA
Inquisitor's Ox  SOI-24  WHITEA
Odric, Lunarch Marshal  SOI-31  RARE
Survive the Night  SOI-41  WHITEA
Tenacity  SOI-42  MBTWWHITE
Thalia's Lieutenant  SOI-43  VOW NEO SNC CLB DMU
Thraben Inspector  SOI-44  WHITEA
Catalog  SOI-51  BLUEA
Gone Missing  SOI-67  BLUEA
Invasive Surgery  SOI-68  MOM LTR CMM WOE
Nagging Thoughts  SOI-74  BLUEA
Niblis of Dusk  SOI-76  BLUEA
Pore Over the Pages  SOI-79  MBTWBLUE
Silent Observer  SOI-86  BLUEA
Trail of Evidence  SOI-93  BLUEA
Call the Bloodline  SOI-103  MBTWBLACK
Crow of Dark Tidings  SOI-105  BLACKA
Farbog Revenant  SOI-110  BLACKA
Ghoulcaller's Accomplice  SOI-112  BLACKA
Hound of the Farbogs  SOI-117  BLACKB
Macabre Waltz  SOI-121  BLACKA
Merciless Resolve  SOI-123  BLACKA
Murderous Compulsion  SOI-126  BLACKA
Olivia's Bloodsworn  SOI-127  MBTWBLACK
Stallion of Ashmouth  SOI-136  BLACKA
Twins of Maurer Estate  SOI-142  BLACKA
Vessel of Malignity  SOI-144  BLACKA
Bloodmad Vampire  SOI-146  REDB
Dual Shot  SOI-153  REDB
Fiery Temper  SOI-156  REDB
Geistblast  SOI-160  MBTWRED
Hulking Devil  SOI-165  REDB
Incorrigible Youths  SOI-166  REDA
Insolent Neonate  SOI-168  REDB
Rush of Adrenaline  SOI-177  REDB
Vessel of Volatility  SOI-189  REDB
Voldaren Duelist  SOI-191  REDB
Byway Courier  SOI-196  GREENA
Clip Wings  SOI-197  GREENB
Cult of the Waxing Moon  SOI-201  VOW NEO CLB DMU
Root Out  SOI-224  GREENA
Stoic Builder  SOI-231  GREENA
Tireless Tracker  SOI-233  MHTWO AFR MID VOW RARE
Ulvenwald Mysteries  SOI-236  ZNR KHM STX MHTWO AFR MID
Watcher in the Web  SOI-239  GREENA
The Gitrog Monster  SOI-245  RARE
Olivia, Mobilized for War  SOI-248  MHTWO AFR MID VOW NEO
Shard of Broken Glass  SOI-262  MKM2
Tamiyo's Journal  SOI-265  ZNR KHM STX
Celestial Kirin  SOK-3  FOIL
Hand of Honor  SOK-12  MBTWWHITE
Kataki, War's Wage  SOK-14  BRO
Michiko Konda, Truth Seeker  SOK-19  NEO CLB DMU BRO
Nikko-Onna  SOK-21  MBTWWHITE
Rune-Tail, Kitsune Ascendant  SOK-27a  NEO CLB DMU BRO FOIL
Eternal Dominion  SOK-36  ZNR KHM STX MHTWO AFR
Evermind  SOK-37  ZNR KHM STX MHTWO
Freed from the Real  SOK-38  MBTWBLUE
Ideas Unbound  SOK-40  MBTWBLUE
Sakashima the Impostor  SOK-53  OLDFRAME
Footsteps of the Goryo  SOK-68  MBTWBLACK
Ghost-Lit Stalker  SOK-69  MBTWBLACK
One with Nothing  SOK-84  FOIL
Sink into Takenuma  SOK-89  NEO CLB DMU BRO
Hidetsugu's Second Rite  SOK-102  ZNR KHM STX MHTWO AFR MID
Haru-Onna  SOK-132  NEO CLB DMU BRO
Reki, the History of Kamigawa  SOK-142  FOIL
Sakura-Tribe Scout  SOK-144  FOIL
Blood Clock  SOK-153  VOW NEO CLB DMU
O-Naginata  SOK-157  NEO CLB DMU BRO
Glimmerpoint Stag  SOM-9  MBTWWHITE
Grand Architect  SOM-33  FOIL
Plated Seastrider  SOM-38  MBTWBLUE
Twisted Image  SOM-50  MBTWBLUE
Bleak Coven Vampires  SOM-55  MID VOW NEO CLB
Exsanguinate  SOM-61  OLDFRAME
Skithiryx, the Blight Dragon  SOM-79  ZNR KHM STX MHTWO AFR MID
Kuldotha Rebirth  SOM-96  MKM2
Molten Psyche  SOM-98  MKM1
Asceticism  SOM-110  OLDFRAME
Bellowing Tanglewurm  SOM-111  MBTWGREEN
Blight Mamba  SOM-112  MBTWGREEN
Contagion Clasp  SOM-144  OLDFRAME
Contagion Engine  SOM-145  ZNR KHM STX MHTWO AFR MID
Golem's Heart  SOM-161  AFR MID VOW NEO
Iron Myr  SOM-168  FOIL
Memnite  SOM-174  ZNR KHM STX MHTWO AFR MID FOIL
Nihil Spellbomb  SOM-187  ONE MOM LTR CMM WOE
Prototype Portal  SOM-195  BRO MOM LTR
Tower of Calamities  SOM-212  LTR CMM
Brainstorm  SS1-3  ZNR
Mystical Tutor  SS1-6  KHM
Rest in Peace  SS2-4  ZNR
Blackblade Reforged  SS2-8  MHTWO AFR MID VOW
Rite of Flame  SS3-7  KHM
Calming Licid  STH-2  ZNR KHM STX MHTWO AFR
Pursuit of Knowledge  STH-10  STX MHTWO AFR MID VOW
Warrior en-Kor  STH-23  MBTWWHITE
Cloud Spirit  STH-26  MBTWBLUE
Leap  STH-35  CMM WOE LCI MBTWBLUE
Wall of Tears  STH-50  MBTWBLUE
Dauthi Trapper  STH-56  MBTWBLACK
Dungeon Shade  STH-58  AFR MID VOW NEO
Tortured Existence  STH-74  ZNR KHM STX MHTWO AFR MID MBTWBLACK
Convulsing Licid  STH-77  MBTWRED
Fanning the Flames  STH-80  MBTWRED
Flame Wave  STH-81  MBTWRED
Flowstone Hellion  STH-84  MBTWRED
Invasion Plans  STH-89  DMU BRO MOM LTR
Mogg Maniac  STH-94  MBTWRED
Seething Anger  STH-96  MBTWRED
Awakening  STH-101  ZNR KHM STX MHTWO
Burgeoning  STH-102  CMM
Hermit Druid  STH-108  AFR MID VOW NEO
Primal Rage  STH-112  MBTWGREEN
Spike Colony  STH-117  MBTWGREEN
Wall of Blossoms  STH-125  MBTWGREEN
Crystalline Sliver  STH-127  ZNR KHM MBTWLMC
Heartstone  STH-134  LCI
Jinxed Ring  STH-137  LTR CMM
Shifting Wall  STH-140  DMU BRO ONE MOM LTR
Sword of the Chosen  STH-141  CLB DMU BRO
Reduce to Memory  STX-25  MHTWO AFR MID VOW NEO
Thunderous Orator  STX-35  MBTWWHITE
Archmage Emeritus  STX-37  MOM LTR CMM WOE
Divide by Zero  STX-41  MBTWBLUE
Frost Trickster  STX-43  MBTWBLUE
Kelpie Guide  STX-45  MBTWBLUE
Serpentine Curve  STX-52  MBTWBLUE
Baleful Mastery  STX-64  MKM1
Confront the Past  STX-67  NEO SNC CLB DMU
Go Blank  STX-72  MBTWBLACK
Lash of Malice  STX-74  MBTWBLACK
Sedgemoor Witch  STX-86  MBTWRM
Dragon's Approach  STX-97  CLB DMU BRO ONE MOM
Explosive Welcome  STX-100  MBTWRED
First Day of Class  STX-102  MBTWRED
Storm-Kiln Artist  STX-115  LCI MBTWRED
Bookwurm  STX-123  MBTWGREEN
Charge Through  STX-124  MBTWGREEN
Fortifying Draught  STX-132  MBTWGREEN
Dina, Soul Steeper  STX-178  CMM WOE LCI
Fracture  STX-188  MBTWLMC
Quintorius, Field Historian  STX-220  MKM2
Reconstruct History  STX-222  MBTWLMC
Rootha, Mercurial Artist  STX-227  MBTWLMC
Witherbloom Apprentice  STX-247  MBTWLMC
Letter of Acceptance  STX-256  MBTWLMC
Archway Commons  STX-263  MBTWLMC
Moment's Peace  TD0-A80  MBTWGREEN
Spawning Pit  TD2-69  MBTWLMC
Alseid of Life's Bounty  THB-1  MBTWWHITE
The Birth of Meletis  THB-5  MBTWWHITE
Daxos, Blessed by the Sun  THB-9  MBTWWHITE
Elspeth Conquers Death  THB-13  KHM STX MHTWO AFR MID VOW
Heliod's Punishment  THB-21  MBTWWHITE
Karametra's Blessing  THB-26  MBTWWHITE
Omen of the Sun  THB-30  MBTWWHITE
Reverent Hoplite  THB-33  MBTWWHITE
Omen of the Sea  THB-58  MBTWBLUE
Cling to Dust  THB-87  MBTWBLACK
Elspeth's Nightmare  THB-91  MBTWBLACK
Lampad of Death's Vigil  THB-103  MBTWBLACK
Mogis's Favor  THB-107  MBTWBLACK
Anax, Hardened in the Forge  THB-125  MBTWRED
Furious Rise  THB-136  MBTWRED
Destiny Spinner  THB-168  MBTWGREEN
Hydra's Growth  THB-172  MBTWGREEN
Warbriar Blessing  THB-204  MBTWGREEN
Eutropia the Twice-Favored  THB-216  CMM WOE LCI
Klothys, God of Destiny  THB-220  MBTWRM
Uro, Titan of Nature's Wrath  THB-229  STX MHTWO
Daxos, Blessed by the Sun  THB-258  KHM
Callaphe, Beloved of the Sea  THB-260  MHTWO
Tymaret, Chosen from Death  THB-263  AFR
Anax, Hardened in the Forge  THB-264  ZNR
Renata, Called to the Hunt  THB-267  STX
Elspeth, Undaunted Hero  THB-270  SNC CLB DMU BRO
Mindwrack Harpy  THB-276  MBTWBLACK
Ironscale Hydra  THB-296  MBTWRM
Evangel of Heliod  THS-11  MBTWWHITE
Heliod, God of the Sun  THS-17  MOM LTR CMM
Hundred-Handed One  THS-20  ZNR KHM STX MHTWO
Aqueous Form  THS-39  MBTWBLUE
Horizon Scholar  THS-51  MBTWBLUE
Thassa's Emissary  THS-68  MBTWBLUE
Rescue from the Underworld  THS-102  FOIL
Fanatic of Mogis  THS-121  MBTWRED
Hammer of Purphoros  THS-124  ZNR KHM STX MHTWO AFR MID
Purphoros, God of the Forge  THS-135  OLDFRAME
Titan's Strength  THS-145  MBTWRED
Bow of Nylea  THS-153  OLDFRAME
Nylea, God of the Hunt  THS-166  ZNR KHM STX MHTWO AFR
Nylea's Presence  THS-169  MBTWGREEN
Polukranos, World Eater  THS-172  MOM LTR CMM
Vulpine Goliath  THS-183  NEO CLB DMU BRO
Warriors' Lesson  THS-184  STX MHTWO AFR MID VOW
Anax and Cymede  THS-186  MOM LTR CMM
Witches' Eye  THS-222  VOW NEO CLB DMU
Nykthos, Shrine to Nyx  THS-223  ZNR KHM
Angelic Protector  TMP-2  MBTWWHITE
Hanna's Custody  TMP-22  CMM
Knight of Dawn  TMP-26  OLDFRAME
Light of Day  TMP-27  VOW NEO CLB DMU
Master Decoy  TMP-29  MBTWWHITE
Soltari Monk  TMP-45  ZNR KHM STX MHTWO AFR MID
Soltari Trooper  TMP-47  MBTWWHITE
Ertai's Meddling  TMP-61  DMU BRO MOM LTR
Legacy's Allure  TMP-71  MBTWBLUE
Legerdemain  TMP-72  MBTWBLUE
Shadow Rift  TMP-86  MBTWBLUE
Tradewind Rider  TMP-98  CMM
Blood Pet  TMP-109  VOW NEO CLB DMU
Dauthi Embrace  TMP-120  MBTWBLACK
Dauthi Horror  TMP-122  MBTWBLACK
Dauthi Mindripper  TMP-125  OLDFRAME
Disturbed Burial  TMP-129  MBTWBLACK
Endless Scream  TMP-132  MBTWBLACK
Extinction  TMP-135  ZNR KHM STX MHTWO AFR MID
Imps' Taunt  TMP-138  DMU BRO ONE MOM LTR
Perish  TMP-147  OLDFRAME
Reanimate  TMP-151  MBTWBLACK
Souldrinker  TMP-158  MBTWBLACK
Aftershock  TMP-160  MBTWRED
Blood Frenzy  TMP-164  MBTWRED
Fireslinger  TMP-173  MBTWRED
Furnace of Rath  TMP-177  CMM
Mogg Conscripts  TMP-189  MBTWRED
Mogg Raider  TMP-191  MBTWRED
Renegade Warlord  TMP-197  MBTWRED
Scorched Earth  TMP-200  MOM LTR CMM
Shocker  TMP-204  CMM
Starke of Rath  TMP-205  NEO CLB DMU BRO
Elven Warhounds  TMP-225  LTR CMM
Frog Tongue  TMP-228  MBTWGREEN
Horned Sliver  TMP-234  MBTWGREEN
Mongrel Pack  TMP-237  VOW NEO CLB DMU
Muscle Sliver  TMP-238  ZNR KHM STX MHTWO AFR MBTWGREEN
Scragnoth  TMP-253  MBTWGREEN
Bottle Gnomes  TMP-278  LCI
Cold Storage  TMP-280  KHM STX MHTWO AFR MID VOW
Fool's Tome  TMP-289  STX MHTWO AFR MID VOW
Jet Medallion  TMP-292  VOW NEO CLB
Lotus Petal  TMP-294  OLDFRAME
Phyrexian Splicer  TMP-303  ONE MOM
Puppet Strings  TMP-304  MBTWLMC
Sapphire Medallion  TMP-306  MID VOW NEO CLB
Scroll Rack  TMP-308  ZNR KHM STX
Ancient Tomb  TMP-315  MID VOW NEO
Ghost Town  TMP-318  MBTWLMC
Rootwater Depths  TMP-323  LCI
Breakthrough  TOR-26  MBTWBLUE
Cephalid Illusionist  TOR-28  MBTWBLUE
Compulsion  TOR-34  MBTWBLUE
Llawan, Cephalid Empress  TOR-42  MID VOW NEO CLB
Chainer's Edict  TOR-57  MBTWBLACK
Crippling Fatigue  TOR-58  MBTWBLACK
Mesmeric Fiend  TOR-69  MBTWBLACK
Shade's Form  TOR-81  MBTWBLACK
Pardic Collaborator  TOR-106  MBTWRED
Pitchstone Wall  TOR-110  MBTWRED
Violent Eruption  TOR-117  MBTWRED
Arrogant Wurm  TOR-120  MBTWGREEN
Far Wanderings  TOR-125  MBTWGREEN
Parallel Evolution  TOR-136  ZNR KHM STX MHTWO AFR MID
Seton's Scout  TOR-138  MBTWGREEN
Tainted Wood  TOR-143  MBTWLMC
Coffin Queen  TPR-87  MBTWRM
Mogg Infestation  TPR-146  MBTWRM
Pandemonium  TPR-149  MBTWRM
Celestial Dawn  TSB-3  FOIL
Conspiracy  TSB-39  FOIL
Funeral Charm  TSB-44  FOIL
Undead Warchief  TSB-52  FOIL
Spike Feeder  TSB-84  FOIL
Coalition Victory  TSB-91  DMU BRO MOM LTR
Lightning Angel  TSB-94  ZNR KHM STX
Gemstone Mine  TSB-119  ZNR KHM STX MHTWO
Angel's Grace  TSP-3  ZNR KHM STX MHTWO AFR MID
Knight of the Holy Nimbus  TSP-26  MBTWWHITE
Pentarch Paladin  TSP-32  CLB DMU BRO MOM
Pull from Eternity  TSP-35  FOIL
Temporal Isolation  TSP-43  MBTWWHITE
Looter il-Kor  TSP-66  MBTWBLUE
Moonlace  TSP-68  MID VOW NEO CLB
Ophidian Eye  TSP-70  MBTWBLUE
Paradox Haze  TSP-71  FOIL
Telekinetic Sliver  TSP-84  MBTWBLUE
Think Twice  TSP-86  MBTWBLUE
Viscerid Deepwalker  TSP-91  MBTWBLUE
Endrek Sahr, Master Breeder  TSP-106  CLB DMU BRO
Evil Eye of Urborg  TSP-107  LTR CMM WOE LCI MBTWBLACK
Mindstab  TSP-119  MBTWBLACK
Fury Sliver  TSP-157  MBTWRED
Ground Rift  TSP-162  MBTWRED
Ib Halfheart, Goblin Tactician  TSP-163  MID VOW NEO CLB
Jaya Ballard, Task Mage  TSP-166  DMU BRO
Lightning Axe  TSP-168  MHTWO AFR MID VOW
Norin the Wary  TSP-171  FOIL
Rift Bolt  TSP-176  CMM WOE LCI
Sedge Sliver  TSP-177  ZNR KHM
Gemhide Sliver  TSP-196  MBTWGREEN
Might of Old Krosa  TSP-204  MBTWGREEN
Mwonvuli Acid-Moss  TSP-207  MBTWGREEN
Scryb Ranger  TSP-215  CLB DMU BRO ONE MOM FOIL
Spectral Force  TSP-217  NEO CLB DMU BRO MOM
Ghostflame Sliver  TSP-239  LCI
Harmonic Sliver  TSP-240  FOIL
Ith, High Arcanist  TSP-241  ZNR KHM
Mishra, Artificer Prodigy  TSP-243  BRO
Chromatic Star  TSP-251  OLDFRAME
Gauntlet of Power  TSP-255  AFR MID VOW NEO
Lotus Bloom  TSP-259  ZNR KHM STX MHTWO AFR MID
Gemstone Caverns  TSP-274  AFR MID VOW NEO
Kher Keep  TSP-275  ZNR KHM STX MHTWO AFR MID
Vesuva  TSP-281  ZNR KHM STX MHTWO AFR MID
Aven Mindcensor  TSR-5  MBTWWHITE
Griffin Guide  TSR-19  MBTWWHITE
Jodah's Avenger  TSR-72  DMU BRO MOM LTR
Venser, Shaper Savant  TSR-96  ONE
Mirri the Cursed  TSR-125  WOE LCI
Urza's Factory  TSR-288  BRO ONE MOM
Silence  TSR-302  AFR MID VOW NEO
Baral, Chief of Compliance  TSR-306  VOW NEO CLB
Reclamation Sage  TSR-366  NEO CLB DMU BRO MOM
Cranial Plating  TSR-392  KHM STX MHTWO AFR MID VOW
Tormented Angel  UDS-22  MBTWWHITE
Wall of Glare  UDS-25  MBTWWHITE
Aura Thief  UDS-26  CLB DMU BRO MOM
Metathran Elite  UDS-38  DMU BRO ONE MOM LTR
Rayne, Academy Chancellor  UDS-43  LTR CMM
Thieving Magpie  UDS-49  OLDFRAME
Body Snatcher  UDS-53  ZNR KHM STX MHTWO AFR MID
Bubbling Muck  UDS-54  MBTWBLACK
Phyrexian Monitor  UDS-64  ONE MOM
Goblin Gardener  UDS-84  MBTWRED
Keldon Champion  UDS-90  MBTWRED
Reckless Abandon  UDS-94  MBTWRED
Wake of Destruction  UDS-99  DMU BRO MOM LTR CMM
Compost  UDS-102  MBTWGREEN
Gamekeeper  UDS-106  MBTWGREEN
Heart Warden  UDS-108  MBTWGREEN
Fodder Cannon  UDS-131  ZNR KHM STX MHTWO AFR MID
Grim Haruspex  UGIN-73  ZNR KHM STX
Plains  UGL-84  ZNR KHM
Blessed Reversal  ULG-2  BRO MOM LTR
Hope and Glory  ULG-9  MBTWWHITE
Martyr's Cause  ULG-13  OLDFRAME
Mother of Runes  ULG-14  MBTWWHITE
Planar Collapse  ULG-18  DMU BRO MOM LTR
Radiant's Judgment  ULG-22  MBTWWHITE
Miscalculation  ULG-36  MBTWBLUE
Opportunity  ULG-37  BRO ONE MOM LTR CMM
Snap  ULG-43  MBTWBLUE
Tinker  ULG-45  OLDFRAME
